Question,Answer
Apa saja kewajiban Pengangkut sebelum keberangkatan sarana pengangkut ke luar daerah pabean?,"Wajib mencantumkan barang impor, barang ekspor, dan/atau barang asal daerah pabean yang diangkut ke tempat lain dalam daerah pabean melalui luar daerah pabean yang diangkut oleh sarana pengangkutnya dalam manifest
Wajib menyerahkan pemberitahuan pabeanmengenai barang yang diangkutnya sebelum keberangkatan.
(Sesuai UU No. 10 tahun 1995 Jo UU. No 17 tahun 2006)"
Apa yang dimaksud dengan Rencana Kedatangan Sarana Pengangkut (RKSP)?,"RKSP adalah pemberitahuan tentang rencana kedatangan sarana pengangkut yang disampaikan oleh pengakut ke kantor pabean.
(Sesuai UU No. 10 tahun 1995 Jo UU. No 17 tahun 2006)"
"Apa yang dimaksud dengan saat kedatangan sarana pengangkut untuk sarana pengangkut melalui laut, udara, dan darat?","Saat kedatangan sarana pengangkut untuk sarana pengangkut melalui laut, yaitu:pada saat Sarana Pengangkut tersebut lego jangkar di perairan pelabuhan dan/atau sandar di dermaga pelabuhan; atau
saat Sarana Pengangkut tersebut:
sampai di lokasi pembongkaran dan/atau pemuatan di luar Kawasan Pabean, apabila telah mendapat persetujuan Kepala Kantor Pabean terlebih dahulu; atau
mendapat persetujuan dari kepala Kantor Pabean, apabila Sarana Pengangkut telah sampai di lokasi pembongkaran dan/atau pemuatan terlebih dahulu, dalam hal terdapat kendala teknis sehingga Sarana Pengangkut melalui laut tidak dapat lego jangkar di perairan pelabuhan atau sandar di dermaga pelabuhan;

Saat kedatangan sarana pengangkut untuk sarana pengangkut melalui udara, yaitu pada saat Sarana Pengangkut tersebut mendarat di landasan bandar udara.
Saat kedatangan sarana pengangkut untuk Sarana Pengangkut melalui darat:pada saat Sarana Pengangkut tersebut tiba di Kawasan Pabean atau tempat lain yang diberikan izin kepala Kantor Pabean; atau
pada saat sarana pengangkut melintasi Pos Lintas Batas

(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
"Apa yang dimaksud dengan saat keberangkatan sarana pengangkut untuk sarana pengangkut melalui laut, udara, dan darat?","Untuk Sarana Pengangkut melalui laut, yakni:pada saat Sarana Pengangkut tersebut angkat jangkar dari perairan pelabuhan atau lepas sandar dari dermaga pelabuhan; atau
pada saat Sarana Pengangkut tersebut angkat jangkar meninggalkan lokasi pembongkaran dan/atau pemuatan di luar Kawasan Pabean yang telah mendapatkan persetujuan dari Kepala Kantor Pabean, dalam hal terdapat kendala teknis sehingga Sarana Pengangkut tidak dapat lego jangkar di perairan pelabuhan atau sandar di dermaga pelabuhan.

Untuk Sarana Pengangkut melalui udara, pada saat Sarana Pengangkut tersebut lepas landas dari landasan bandar udara; dan
Untuk Sarana Pengangkut melalui darat pada saat:Sarana Pengangkut tersebut meninggalkan Kawasan Pabean atau tempat lain yang diberikan izin kepala Kantor Pabean; atau
Sarana Pengangkut meninggalkan Pos Lintas Batas.

(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Kapan pemberitahuan RKSP disampaikan?,"Penyampaian Pemberitahuan RKSP:paling lambat 24 (dua puluh empat) jam sebelum kedatangan Sarana Pengangkut, untuk Sarana Pengangkut melalui laut, dalam hal waktu tempuh dari tempat keberangkatan menuju ke tempat kedatangan selama 24 (dua puluh empat) jam atau lebih; atau
paling lambat sebelum kedatangan Sarana Pengangkut, dalam hal waktu tempuh dari tempat keberangkatan menuju ke tempat kedatangan kurang dari 24 (dua puluh empat) jam.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Kapan batas waktu penyerahan pemberitahuan Inward Manifest?,"paling lambat 24 (dua puluh empat) jam sebelum kedatangan Sarana Pengangkut, untuk Sarana Pengangkut melalui laut, dalam hal waktu tempuh dari tempat keberangkatan menuju ketempat kedatangan 24 (dua puluh empat) jam atau lebih;
paling lambat sebelum kedatangan Sarana Pengangkut, untuk:Sarana Pengangkut melalui laut, dalam hal waktu tempuh dari tempat keberangkatan menuju ke tempat kedatangan kurang dari 24 (dua puluh empat) jam; dan
Sarana Pengangkut melalui udara; atau

paling lambat pada saat kedatangan Sarana Pengangkut, untuk Sarana Pengangkut darat.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Kapan batas waktu penyampaian pemberitahuan Outward Manifest?,"Kewajiban menyerahkan pemberitahuan Outward Manifest paling lambat sebelum keberangkatan Sarana Pengangkut.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Bagaimana ketentuan perbaikan data penambahan atau pembatalan data host B/L di Inward Manifest jika diajukan setelah waktu kedatangan?,"Perbaikan data diajukan oleh pengangkut kontraktual dan diajukan dengan batas waktu rekonsiliasi dengan pemberitahuan pabean impor (per pos) serta persetujuan perbaikan perlu persetujuan Kepala Kantor.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
"Apabila sarana pengangkut tidak mengangkut barang impor, memuat barang ekspor, atau peti kemas kosong, bagaimana kewajiban pemberitahuan manifesnya?","Pengangkut harus tetap memberitahukan pemberitahuan manifes nihil.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
"Bagaimana cara penyampaian pemberitahuan RKSP, Inward manifest, dan Outward Manifest?","Pemberitahuan RKSP, Inward manifest, dan Outward Manifest dibuat secara rinci dalam pos-pos serta dikelompokkan secara terpisah, dengan pengelompokan sebagai berikut:barang impor yang kewajiban pabeannya diselesaikan di Kantor Pabean setempat;
barang impor yang diangkut lanjut;
barang impor yang diangkut terus;
barang ekspor yang diangkut lanjut;
barang ekspor yang diangkut terus;
barang asal tempat lain dalam Daerah Pabean yang diangkut dari satu Kawasan Pabean ke Kawasan Pabean lainnya melalui luar Daerah Pabean;
peti kemas kosong (empty container) yang kewajiban pabeannya diselesaikan di Kantor Pabean setempat;
peti kemas kosong (empty container) yang diangkut lanjut; atau
peti kemas kosong (empty container) yang diangkut terus.

Pos-pos dibuat berdasarkan Bill of Lading, Airway Bill, atau dokumen pengangkutan barang lainnya.
Pos-pos barang yang terkelompok pada nomor 1.a. sampai dengan 1.e. harus memuat uraian barang secara jelas yang dapat menunjukkan klasifikasi paling sedikit 4 (empat) digit pos Harmonized System.
apabila terdapat lebih dari lima jenis barang pada pos-pos barang yang terkelompok pada nomor 1.a. sampai dengan 1.e., pengangkut mencantumkan minimal lima jenis barang yang paling besar nilai atau volume barangnya.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
"Apakah pengangkut dapat melakukan perbaikan data RKSP, Inward Manifest, dan Outward Manifest?","Pengangkut dapat melakukan perbaikan data sesuai dengan dokumen pengangkutan yang diterbitkannya ke Kantor Pabean tempat pendaftaran.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
"Apa yang dimaksud dengan Manifes, Inward Manifest, dan Outward Manifest?","Manifes adalah daftar barang niaga yang diangkut oleh sarana pengangkut melalui laut, udara, dan darat.
Inward Manifest adalah daftar barang niaga yang diangkut oleh sarana pengangkut melalui laut, udara, dan darat pada saat memasuki kawasan pabean atau tempat lain setelah mendapat izin Kepala Kantor Pabean yang mengawasi tempat tersebut.
Outward Manifest adalah daftar barang niaga yang diangkut oleh sarana pengangkut melalui laut, udara, dan darat pada saat meninggalkan kawasan pabean atau tempat lain setelah mendapat izin Kepala Kantor Pabean yang mengawasi tempat tersebut.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Di manakah barang impor yang diangkut oleh sarana pengangkut dapat dibongkar?,"Pembongkaran barang impor dari sarana pengangkut wajib dilakukan:di Kawasan Pabean; atau
di tempat lain setelah mendapat izin Kepala Kantor Pabean yang mengawasi tempat lain tersebut.
(Sesuai PMK nomor 108/PMK.04/2020)"
Apa itu pengangkut dan siapa saja yang dimaksud pengangkut?,"Pengangkut adalah Orang atau kuasanya yang:bertanggung jawab atas pengoperasian sarana pengangkut yang mengangkut barang dan/atau orang; dan/atau
berwenang melaksanakan kontrak pengangkutan dan menerbitkan dokumen pengangkutan barang sesuai dengan ketentuan peraturan perundang undangan di bidang perhubungan.

Pengangkut terdiri atas:Operator sarana pengangkut atau kuasanya;
Pengangkut kontraktual; dan/atau
Penyelenggara Pos.

(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Apa itu pengangkut kontraktual?,"Pengangkut Kontraktual (Non Vessel Operator Common Carrier) adalah badan usaha Jasa pengurusan transportasi yang melakukan negosiasi kontrak dan kegiatan lain yang diperlukan untuk terlaksananya pengiriman dan penerimaan barang melalui transportasi darat, laut, dan udara, dan mengkonsolidasikan muatan.
(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Apa konsekuensi dari membongkar barang tidak sesuai dengan yang diberitahukan pada pemberitahuan pabean?,"Dalam hal pada saat Pembongkaran terdapat selisih jumlah barang impor dengan pemberitahuan pabean Inward Manifest, berlaku ketentuan sebagai berikut:Pengangkut wajib membayar kekurangan bea masuk dan pajak dalam rangka impor atas barang impor yang kurang dibongkar dan dikenakan sanksi administrasi (denda minimal Rp 25 juta maksimal Rp 250 juta untuk membongkar kurang dari yang diberitahukan pada pemberitahuan pabean) dalam hal barang impor yang dibongkar kurang dari yang diberitahukan; atau
Pengangkut wajib membayar sanksi administrasi (denda minimal Rp 25 juta maksimal Rp 500 juta untuk membongkar lebih dari yang diberitahukan pada pemberitahuan pabean) dalam hal jumlah barang impor yang dibongkar lebih dari yang diberitahukan.
(Sesuai UU No. 10 tahun 1995 Jo UU. No 17 tahun 2006 dan PMK 108/PMK.04/2020)"
Apa syarat yang harus dipenuhi untuk penggabungan pos manifest?,"Penggabungan dapat dilakukan dalam hal pemberitahuan RKSP dan Inward Manifest yang diajukan pengangkut adalah untuk kedatangan Sarana Pengangkut yang sama. Penggabungan pembaritahuan inward manifest dilakukan dengan parameter kesesuaian elemen data berikut:nama Sarana Pengangkut, nomor IMO, nomor MMSI, nomor registrasi, dan/atau tanda panggil (call sign);
nomor pelayaran, nomor penerbangan, dan/atau Estimated Time Arrival;
nomor Master B/L atau Master AWB; dan
nama dan/atau Nomor Pokok Wajib Pajak penerima (consignee)/Pengangkut Kontraktual/Penyelenggara Pos.
(Sesuai PMK 158/PMK.04/2017 dan PER-38/BC/2017)"
Apa saja jenis redress atau perbaikan manifes?,"Perbaikan/redress yang dilakukan atas kesalahan data manifes yang telah didaftarkan Pengangkut ke Kantor Pabean pada saat kedatangan/keberangkatan sarana pengangkut mencakup perbaikan atas:Rencana Kedatangan Sarana Pengangkut (BC 1.0)
Manifes kedatangan sarana pengangkut (BC 1.1 Inward Manifes)
Manifes keberangkatan sarana pengangkut (BC 1.1 Outward Manifes)
Pembatalan RKSP dan Inward/Outward Manifes

Alasan yang dapat dilakukan perbaikan/redress manifes meliputi:Untuk keperluan penggabungan manifes, misal penggabungan Manifes Operator Sarana Pegangkut dengan Manifes NVOCC/Penyelenggara Pos;
Untuk keperluan penyelesaian barang impor, misal perbaikan data Inward Manifest yang tidak dapat rekonsiliasi pada saat pengajuan pemberitahuan impor barang (BC 2.0);
Untuk keperluan penutupan pos/subpos Inward Manifest, misal Pos/subpos manifes harus ditutup sebagai bukti barang sudah diselesaikan dan tidak ditetapkan Barang Tidak Dikuasai;
Untuk keperluan rekonsiliasi dokumen pemberitahuan ekspor, misal perbaikan data Outward Manifest yang tidak dapat rekonsiliasi pada saat pengajuan pemberitahuan ekspor barang (BC 3.0) sebagai bukti realisasi ekspor; dan
Untuk keperluan kelengkapan dan akurasi data, misal perbaikan database pada SKP untuk data statistik untuk analisis kegiatan/kebijakan.

(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Dokumen apa saja yang diperlukan untuk melakukan redress?,"Permohonan Perbaikan :berisi pernyataan dari Pemohon bahwa yang bersangkutan mengajukan permohonan perbaikan RKSP/Inward Manifest/Outward Manifest.
menyatakan dengan tegas perbaikan data apa yang dimintakan untuk diperbaiki.

Bill of Lading/Airway Bill/Dokumen Pengangkutan Lainnya :Pos-pos manifes dibuat berdasarkan BL, AWB, atau dokumen pengangkutan barang lainnya.BL/AWB untuk laut/udara.
Faktur/Invoice/Surat Jalan untuk darat.

Perubahan atas Pos/Subpos Manifes harus didasarkan pada dokumen/revisi dokumen tersebut.

Invoice dan Packing List :Invoice diperlukan untuk menunjukkan siapa sebagai pembeli (bisa dibaca sebagai penerima/consignee) dan siapa sebagai penjual (bisa dibaca sebagai pengirim/shipper) yang sebenarnya pada transaksi tersebut.
Pada Packing List selain dapat ditemukan data pembeli dan penjual barang, yang lebih utama adalah data uraian/detail barang.

PO/LC/Bukti Transfer Pembayaran :Purchase Order (PO)/Letter of Credit (LC)/Bukti Transfer Pembayaran digunakan sebagai penguat dalam membuktikan siapa pembeli/penerima dan siapa penjual/pengirim barang yang sebenarnya. 

Copy Manifes Lama dan Manifes Perbaikan/Data Flat File :Copy Manifes Lama untuk memudahkan Petugas mencari alamat Pos Manifes yang akan diperbaiki (seringkali tidak disebut pada Surat Permohonan).
Copy Manifes Perbaikan untuk pengganti Lembar Manifes Lama yang telah disetujui perbaikannya (pada Kantor Pabean manual).
Pada Kantor Pabean yang menerapkan sistem elektronik, untuk keperluan update pada SKP dapat dimintakan data softcopy (data flat file) Manifes Perbaikan. Jika perbaikan tidak terlalu banyak/kompleks, Petugas dapat melakukan entry data perbaikan langsung ke SKP.

Surat Pernyataan Kepemilikan Barang :Untuk menguatkan bahwa yang bersangkutan adalah pemilik/penerima yang sebenarnya dari party impor.
Dalam hal perubahan consignee, maka penting untuk ditambahkan Surat Pernyataan dari pihak consignee awal, yang menyatakan bahwa yang bersangkutan memang benar bukan sebagai penerima / pemilik dari party impor. Antisipasi tuntutan balik atas kepemilikan party impor yang akan dilakukan perubahan data consignee.
Surat Pernyataan sudah seharusnya ditandatangi pihak yang berwenang pada perusahaan tersebut, dilengkapi materai yang cukup, dan disampaikan dalam bentuk dokumen asli.

Surat Pernyataan Pengangkut :Sebagai penguat dari dokumen pengangkut BL/AWB/Dokumen Pengangkutan Barang Lainnya, karena umumnya dokumen pengangkut yang dilampirkan hanya berupa copy atau copy yang ditandasahkan.
Untuk memastikan bahwa Pengangkut telah mengetahui adanya pengajuan perbaikan data manifes yang menjadi tanggung jawabnya.

Surat Pernyatan Shipper :Dikenal dengan istilah Statement Letter.
Merupakan pernyataan langsung dari Shipper yang menyatakan adanya perubahan dan perubahan apa saja yang dilakukan pada dokumen pengangkutan.
Umumnya sulit untuk mengharuskan dokumen ini dalam bentuk asli, karena faktor keberadaan shipper yang di luar negeri. Biasanya yang dilakukan adalah cukup dengan menerima dalam bentuk copy atau hasil korespondensi elektronik. 

Kontrak Kerja Sama Indentor :Diperlukan dalam hal party impor diselesaikan dengan mekanisme indentor (pemberitahuan impor barang atas barang milik pihak lain).
Hal ini untuk memperjelas posisi masing-masing pihak yang tercantum sebagai importir maupun pemilik barang.

Berita Acara Wawancara :Dibutuhkan untuk memperjelas kronologis kejadian. 
Umumnya dilakukan dalam hal perubahan consignee, di mana pihak-pihak yang terkait dalam perubahan tersebut dihadirkan dan dilakukan pendalaman latar belakang kejadian, sekaligus cross check di antara pihak-pihak tersebut.
Pihak-pihak yang terkait bisa merupakan pihak yang sebelumnya tercantum sebagai Consignee, Consignee Pengganti, atau Pengangkut/Agen Pengangkut.

Pendapat/Rekomendasi dari Unit Terkait :Umumnya untuk Unit Pengawasan, Unit Pengelola BDN/BMN/Lelang dan Unit Pengelola Tagihan.
Perubahan berkaitan dengan lebih/kurang bongkar barang impor untuk Unit Pengawasan (yg mengawasi bongkar & agar dapat dilakukan penyelesaian terlebih dahulu/diberikan rekomendasi pengenaan sanksi).
Perubahan terkait barang BDN/BMN/Lelang untuk Unit Pengelola BDN/BMN/Lelang (untuk memperjelas status/posisi barang & mencegah munculnya masalah dalam penyelesaian atas barang impor).

(Sesuai PMK Nomor 158/PMK.04/2017 jo PMK Nomor 97/PMK.04/2020)"
Apa saja persyaratan dan kelengkapan pengajuan pemindahan lokasi penimbunan (PLP)?,"syarat:tingkat penggunaan lapangan penumpuk (yard occupancy ratio) atau tingkat pengunaan gudang (shed occupancy ratio) di TPS sama atau lebih tinggi dari batas standar penggunaan/pemanfaatan fasilitas yang ditetapkan oleh instansi teknis yang bertanggung jawab di bidang pelabuhan atau bandar udara.
TPS di pelabuhan atau bandar udata tempat pembongkaran:tidak tersedia tempat khusus yang digunakan untuk menimbun barang konsolidasi, barang berbahaya, barang yang memiliki sifat merusak atau mempengaruhi barang lain, dan/atau barang yang memerlukan instalasi atau penanganan khusus; atau
tersedia tempat khusus yang digunakan untuk menimbun barang sebagaimana dimaksud pada angka 1, tetapi tingkat pengunaan kapasitas sama atau lebih tinggi dari batas standar utilisasi/penggunaan/pemanfaatan fasilitas;

barang impor dimuat dalam 1 (satu) master airway bill yang ditujukan kepada perusahaan jasa pengurusan transportasi (freight forwarder) dan/atau penyelenggara pos yang berkedudukan TPS lain;
(Sesuai PMK 216/PMK.04/2019 dan PER-13/BC/2020)"
Apa saja persyaratan dan kelengkapan pengajuan pembatalan pemindahan lokasi penimbunan (PLP)?,"Untuk PLP Manual :Surat Permohonan PLP yang telah mendapatkan Persetujuan/Penolakan PLP.
Surat Permohonan Pembatalan PLP.
Memenuhi salah satu syarat berikut:Telah diajukan pemberitahuan pabean impor sebelum dilakukan pemindahan barang.
Terdapat penegahan dari unit Penindakan dan Penyidikan.
Terdapat kesalahan input data.

Untuk PLP Onine :Permohonan Pembatalan PLP melalui TPS Online.
Sistem TPS Online.
Memenuhi salah satu syarat berikut:Telah diajukan pemberitahuan pabean impor sebelum dilakukan pemindahan barang.
Terdapat penegahan dari unit Penindakan dan Penyidikan.
Terdapat kesalahan input data.

Barang impor yang telah mendapat persetujuan untuk dilakukan PLP dapat diajukan permohonan pembatalan PLP oleh Pengusaha TPS dengan alasan barang impor telah diajukan pemberitahuan Pabean impor sebelum dilakukan pemindahan barang. Adapun kelengkapan pengajuan permohonan pembatalan PLP dalam bentuk data elektronik dengan menyebutkan alasannya, dikirimkan kepada Kepala Kantor Pabean u.p. Pejabat Bea Cukai yang menangani administrasi manifes melalui sistem TPS Online.
(Sesuai PMK 216/PMK.04/2019 dan PER-13/BC/2020)"
Bagaimana prosedur pembetulan data PEB?,"Pembetulan PEB diajukan melalui SKP (modul/portal pengguna jasa) kepada Kantor Pabean dalam hal terjadi kesalahan data dalam Pemberitahuan Pabean Ekspor yang telah mendapat nomor pendaftaran.
Pembetulan data PEB sebagaimana dimaksud dapat dilayani paling lama 30 (tiga puluh) hari terhitung sejak tanggal Pemberitahuan Pabean Ekspor mendapatkan nomor pendaftaran.
Dikecualikan dari ketentuan 30 (tiga puluh) hari di atas adalah untuk pembetulan data PEB mengenai:
Nomor peti kemas (kontainer) paling lama sebelum barang dimasukkan ke Kawasan Pabean pelabuhan muat ekspor;
Jumlah dan jenis barang paling lama sebelum dimasukkan ke Kawasan Pabean; atau sebelum dimuat ke sarana pengangkut (dalam hal dimuat di luar Kawasan Pabean);
Jumlah dan jenis barang yang terangkut sebagian (short shipment) paling lama 30 (tiga puluh) hari sejak tanggal keberangkatan sarana pengangkut;
Jumlah dan jenis barang yang tidak terangkut seluruhnya paling lama 3 (tiga) hari sejak tanggal keberangkatan sarana pengangkut;
Jumlah dan jenis barang atas penjualan barang dan/atau makanan di atas pesawat udara paling lama 30 (tiga puluh) hari terhitung sejak tanggal keberangkatan pesawat udara;
Jumlah dan jenis barang atas Ekspor barang curah (termasuk minyak, gas bumi, dan bahan bakar minyak) paling lama 3 (tiga) hari sejak tanggal keberangkatan sarana pengangkut;
Nomor peti kemas dan jumlah barang dalam hal terjadi kerusakan pada peti kemas atau kemasan barang paling lama sebelum pemuatan barang ke sarana pengangkut.
Ekspor barang berupa tenaga listrik, barang cair, atau gas yang dilakukan melalui transmisi atau saluran pipa paling lama sebelum penyampaian PEB berikutnya;
Jumlah barang yang diangkut dengan pesawat udara karena adanya perbedaan data dalam PEB dengan hasil penimbangan yang dilakukan oleh pengangkut paling lama 3 (tiga) hari sejak tanggal keberangkatan sarana pengangkut; dan
Nilai FOB dan jenis valuta paling lama 45 (empat puluh lima) hari atas ekspor minyak, gas bumi, dan bahan bakar minyak; atau 30 (tiga puluh) hari atas ekspor selain minyak, gas bumi, dan bahan bakar minyak; sejak tanggal PEB.
(Sesuai dengan PMK 155/PMK.04/2022)"
Ekspor apa saja yang tidak perlu menyampaikan PEB?,"Kewajiban untuk menyampaikan PEB tidak berlaku atas Ekspor berupa:
a. barang pribadi penumpang;
b. barang awak sarana pengangkut;
c. barang pelintas batas; atau
d. barang kiriman dengan berat tidak melebihi 30 (tiga puluh) kilogram.
(Sesuai dengan PMK 155/PMK.04/2022)"
Bagaimana ketentuan terkait waktu penyampaian PEB atau Pemberitahuan Pabean Ekspor?,"Pemberitahuan Pabean Ekspor disertai Dokumen Pelengkap Pabean disampaikan oleh Eksportir atau kuasanya melalui SKP ke Kantor Pabean pemuatan:
a. paling cepat 7 (tujuh) hari sebelum tanggal perkiraan ekspor; dan
b. paling lambat sebelum barang dimasukkan ke Kawasan Pabean di tempat pemuatan;
(Sesuai dengan PMK 155/PMK.04/2022)"
Ekspor apa saja yang tidak perlu menyampaikan PEB?,"Kewajiban untuk menyampaikan PEB tidak berlaku atas Ekspor berupa:
a. barang pribadi penumpang;
b. barang awak sarana pengangkut;
c. barang pelintas batas; atau
d. barang kiriman dengan berat tidak melebihi 30 (tiga puluh) kilogram.
(Sesuai dengan PMK 155/PMK.04/2022)"
Bagaimana ketentuan terkait waktu penyampaian PEB atau Pemberitahuan Pabean Ekspor?,"Pemberitahuan Pabean Ekspor disertai Dokumen Pelengkap Pabean disampaikan oleh Eksportir atau kuasanya melalui SKP ke Kantor Pabean pemuatan:
a. paling cepat 7 (tujuh) hari sebelum tanggal perkiraan ekspor; dan
b. paling lambat sebelum barang dimasukkan ke Kawasan Pabean di tempat pemuatan;
(Sesuai dengan PMK 155/PMK.04/2022)"
Apakah eksportir bisa melakukan pembatalan PEB?,"Barang yang telah diberitahukan untuk diekspor dan telah mendapatkan nomor pendaftaran PEB dapat dibatalkan ekspornya, kecuali Barang Ekspor tersebut ditegah oleh unit pengawasan;
Eksportir wajib melaporkan pembatalan PEB sebagaimana dimaksud kepada Pejabat Bea dan Cukai di Kantor Pabean pemuatan dan/atau melalui SKP (portal pengguna jasa);
Pelaporan pembatalan Pemberitahuan Pabean Ekspor sebagaimana dimaksud dilakukan paling lama 3 (tiga) hari kerja terhitung sejak:
keberangkatan sarana pengangkut yang dibuktikan dengan outward manifest;
tanggal perkiraan ekspor, dalam hal sarana pengangkut tujuan luar Daerah Pabean batal berangkat dan belum diterbitkan outward manifest; atau
tanggal pembatalan outward manifest, dalam hal sarana pengangkut tujuan luar Daerah Pabean batal berangkat dan telah diterbitkan outward manifest.
(Sesuai dengan PMK 155/PMK.04/2022)"
Kesalahan data PEB apa saja yang tidak bisa dilakukan pembetulan?,"Terhadap kesalahan data Pemberitahuan Pabean Ekspor berupa:
1. nama eksportir;
2. identitas eksportir;
3. Kantor Pabean;
4. jenis ekspor; dan/atau
5. jenis fasilitas yang diterima;
tidak dapat dilakukan pembetulan.

Atas kesalahan sebagaimana dimaksud di atas, eksportir dapat melakukan pembatalan PEB.
Terhadap Barang Ekspor yang dilakukan pembatalan PEB sebagaimana dimaksud di atas, eksportir dapat mengajukan PEB yang baru sepanjang barang belum dimuat ke dalam sarana pengangkut.
(Sesuai dengan PMK 155/PMK.04/2022)"
Apa yang baru di PMK 155 jika dibandingkan peraturan yang berlaku sebelumnya?,"Penambahan beberapa definisi pada ketentuan umum;
Penambahan pengaturan terkait penyampaian Pemberitahuan Pabean Ekspor secara berkala;
Ketentuan pemuatan barang ekspor;
Ketentuan pengeluaran Barang Ekspor dari Kawasan Pabean tempat pemuatan;
Relaksasi perubahan data Pemberitahuan Pabean Ekspor;
Penambahan kriteria barang ekspor yang dilakukan pemeriksaan fisik dan kewajiban eksportir/kuasanya dalam hal barang ekspor akan dilakukan pemeriksaan fisik;
Ketentuan konsolidasi barang ekspor;
Ketentuan pengangkutan barang ekspor;
Ketentuan rekonsiliasi Pemberitahuan Pabean Ekspor dan Outward Manifest;
Ketentuan Pembatalan Pemberitahuan Pabean Ekspor;
Ketentuan pemasukan sebagian barang ekspor ke kawasan pabean; dan
Penambahan pengaturan terkait National Logistic Ecosystem (NLE).
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait ketentuan penyampaian BL atau AWB maksimal 3 hari setelah keberangkatan sarana pengangkut, apakah yang dicantumkan Master BL atau House BL?","Dapat dicantumkan keduanya.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait ketentuan penyampaian BL atau AWB maksimal 3 hari setelah keberangkatan sarana pengangkut, 3 hari yang dimaksud apakah hari kalender atau hari kerja?","3 Hari kalender.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait ketentuan penyampaian BL atau AWB maksimal 3 hari setelah keberangkatan sarana pengangkut, apa sanksi yang dikenakan jika tidak menyampaikan BL/AWB?","Saat ini tidak terdapat konsekuensi keterlambatan pembetulan/pencantuman data BL, karena data BL digunakan oleh petugas sebagai data tambahan untuk melakukan rekonsiliasi dengan outward manifest.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait ketentuan penyampaian BL atau AWB maksimal 3 hari setelah keberangkatan sarana pengangkut, BL/AWB terkadang disampaikan pengangkut melebihi 3 hari, apa sanksi jika menyampaikan BL/AWB lebih dari 3 hari?","Tidak ada sanksi yang dikenakan jika BL/AWB disampaikan melebihi 3 hari, karena data BL digunakan oleh petugas sebagai data tambahan untuk melakukan rekonsiliasi dengan outward manifest. Eksportir/PPJK sebaiknya tetap menyampaikan BL/AWB meskipun lewat dari 3 hari untuk menghindari permasalahan perpajakan di kemudian hari, misal untuk keperluan restitusi.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait pengecualian kewajiban penyampaian PEB untuk barang kiriman dibawah 30kg, bagaimana jika eksportir tetap membutuhkan PEB untuk keperluan tertentu seperti pengurusan lartas atau ekspor dari Kawasan Berikat?","Pengecualian kewajiban penyampaian PEB untuk barang kiriman <30kg tidak melarang Eksportir untuk memberitahukan ekspornya menggunakan PEB, eksportir tetap dapat memberitahukan ekspornya dengan PEB apabila memang dibutuhkan. Ketentuan dimaksud lebih ditujukan untuk kemudahan ekspor barang kiriman berukuran kecil melalui PT POS/Perusahaan Jasa Titipan.
(Sesuai dengan PMK 155/PMK.04/2022)"
Bagaimana jika eksportir hendak memperoleh kemudahan pengajuan izin muat di luar kawasan pabean secara periodik?,"Izin muat di luar kawasan pabean secara periodik hanya dapat diberikan kepada eksportir yang berstatus MITA atau AEO dan ekspor dengan fekuensi tinggi.
Untuk mendapatkan izin muat di luar kawasan pabean secara periodik, eksportir mengajukan permohonan kepada kepala kantor sama seperti permohonan izin muat di luar kawasan pabean dengan dilampiri daftar rencana pemuatan selama 30 hari kedepan.
(Sesuai dengan PMK 155/PMK.04/2022)"
